127.0.0.1 - - [19/Nov/2021:21:59:56 -0300] "POST /wp-cron.php?doing_wp_cron=1637369996.8064920902252197265625 HTTP/1.0" 200 -
127.0.0.1 - - [19/Nov/2021:21:59:58 -0300] "GET / HTTP/1.0" 200 11039
127.0.0.1 - - [19/Nov/2021:22:00:06 -0300] "GET /wp-admin/ HTTP/1.0" 302 -
127.0.0.1 - - [19/Nov/2021:22:00:06 -0300] "GET /wp-login.php?redirect_to=http%3A%2F%2Flpneon.local%2Fwp-admin%2F&reauth=1 HTTP/1.0" 200 6023
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-includes/css/buttons.min.css?ver=5.8.2 HTTP/1.0" 200 5854
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-admin/css/login.min.css?ver=5.8.2 HTTP/1.0" 200 5716
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-admin/css/l10n.min.css?ver=5.8.2 HTTP/1.0" 200 2477
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-includes/css/dashicons.min.css?ver=5.8.2 HTTP/1.0" 200 59016
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-admin/css/forms.min.css?ver=5.8.2 HTTP/1.0" 200 25361
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-includes/js/zxcvbn-async.min.js?ver=1.0 HTTP/1.0" 200 351
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2 HTTP/1.0" 200 11224
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-includes/js/jquery/jquery.min.js?ver=3.6.0 HTTP/1.0" 200 89521
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.7 HTTP/1.0" 200 6406
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-includes/js/dist/hooks.min.js?ver=a7edae857aab69d69fa10d5aef23a5de HTTP/1.0" 200 5440
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0 HTTP/1.0" 200 16470
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-admin/js/password-strength-meter.min.js?ver=5.8.2 HTTP/1.0" 200 1123
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-includes/js/dist/i18n.min.js?ver=5f1269854226b4dd90450db411a12b79 HTTP/1.0" 200 9866
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-includes/js/underscore.min.js?ver=1.13.1 HTTP/1.0" 200 19076
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-includes/js/wp-util.min.js?ver=5.8.2 HTTP/1.0" 200 1340
127.0.0.1 - - [19/Nov/2021:22:00:07 -0300] "GET /wp-admin/js/user-profile.min.js?ver=5.8.2 HTTP/1.0" 200 6080
127.0.0.1 - - [19/Nov/2021:22:00:08 -0300] "GET /wp-admin/images/wordpress-logo.svg?ver=20131107 HTTP/1.0" 200 1521
127.0.0.1 - - [19/Nov/2021:22:00:08 -0300] "GET /wp-includes/js/zxcvbn.min.js HTTP/1.0" 200 822237
127.0.0.1 - - [19/Nov/2021:22:00:08 -0300] "GET /favicon.ico HTTP/1.0" 302 -
127.0.0.1 - - [19/Nov/2021:22:00:09 -0300] "GET /wp-includes/images/w-logo-blue-white-bg.png HTTP/1.0" 200 4119
127.0.0.1 - - [19/Nov/2021:22:00:18 -0300] "GET / HTTP/1.0" 200 11022
127.0.0.1 - - [19/Nov/2021:22:00:19 -0300] "GET /wp-content/themes/twentytwentyone/style.css?ver=1.4 HTTP/1.0" 200 156153
127.0.0.1 - - [19/Nov/2021:22:00:19 -0300] "GET /wp-content/themes/twentytwentyone/assets/js/responsive-embeds.js?ver=1.4 HTTP/1.0" 200 1127
127.0.0.1 - - [19/Nov/2021:22:00:19 -0300] "GET /wp-includes/css/dist/block-library/style.min.css?ver=5.8.2 HTTP/1.0" 200 80574
127.0.0.1 - - [19/Nov/2021:22:00:19 -0300] "GET /wp-includes/js/wp-embed.min.js?ver=5.8.2 HTTP/1.0" 200 1426
127.0.0.1 - - [19/Nov/2021:22:00:19 -0300] "GET /wp-includes/js/wp-emoji-release.min.js?ver=5.8.2 HTTP/1.0" 200 18181
127.0.0.1 - - [19/Nov/2021:22:00:19 -0300] "GET /wp-content/themes/twentytwentyone/assets/css/print.css?ver=1.4 HTTP/1.0" 200 2897
127.0.0.1 - - [19/Nov/2021:22:00:20 -0300] "GET /favicon.ico HTTP/1.0" 302 -
127.0.0.1 - - [19/Nov/2021:22:00:33 -0300] "POST /wp-login.php HTTP/1.0" 302 -
127.0.0.1 - - [19/Nov/2021:22:00:33 -0300] "GET /wp-admin/ HTTP/1.0" 200 67482
127.0.0.1 - - [19/Nov/2021:22:00:35 -0300] "GET /wp-includes/js/thickbox/thickbox.css?ver=5.8.2 HTTP/1.0" 200 2659
127.0.0.1 - - [19/Nov/2021:22:00:35 -0300] "GET /wp-includes/css/editor.min.css?ver=5.8.2 HTTP/1.0" 200 27188
127.0.0.1 - - [19/Nov/2021:22:00:35 -0300] "GET /wp-includes/js/hoverintent-js.min.js?ver=2.2.1 HTTP/1.0" 200 1718
127.0.0.1 - - [19/Nov/2021:22:00:35 -0300] "GET /wp-admin/js/common.min.js?ver=5.8.2 HTTP/1.0" 200 20037
127.0.0.1 - - [19/Nov/2021:22:00:35 -0300] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,site-health,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-poi&load%5Bchunk_1%5D=nter,widgets,site-icon,l10n,buttons,wp-auth-check&ver=5.8.2 HTTP/1.0" 200 386721
127.0.0.1 - - [19/Nov/2021:22:00:35 -0300] "GET /wp-includes/js/admin-bar.min.js?ver=5.8.2 HTTP/1.0" 200 3556
127.0.0.1 - - [19/Nov/2021:22:00:35 -0300] "GET /wp-includes/js/dist/dom-ready.min.js?ver=71883072590656bf22c74c7b887df3dd HTTP/1.0" 200 1257
127.0.0.1 - - [19/Nov/2021:22:00:35 -0300] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=hoverIntent,regenerator-runtime,wp-polyfill,wp-hooks&ver=5.8.2 HTTP/1.0" 200 29800
127.0.0.1 - - [19/Nov/2021:22:00:35 -0300] "GET /wp-includes/js/dist/a11y.min.js?ver=0ac8327cc1c40dcfdf29716affd7ac63 HTTP/1.0" 200 3009
127.0.0.1 - - [19/Nov/2021:22:00:35 -0300] "GET /wp-includes/js/clipboard.min.js?ver=5.8.2 HTTP/1.0" 200 10607
127.0.0.1 - - [19/Nov/2021:22:00:35 -0300] "GET /wp-includes/js/api-request.min.js?ver=5.8.2 HTTP/1.0" 200 1025
